Member_ID,Year,Snapshot_Type,Snapshot_Date,Segment,LAP_Days,Total_Txns,Total_Spend,Is_New_Member,FIRST_NAME,LAST_NAME,GENDER,Age_Range,Generation
M000051,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Karen,Davis,F,25-34,Millennial
M000051,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Karen,Davis,F,25-34,Millennial
M000052,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Robert,Davis,M,18-24,Gen Z
M000052,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Robert,Davis,M,18-24,Gen Z
M000053,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,David,Brown,M,35-44,Millennial
M000053,2021,End,2021-12-31,Never Purchased,,0,0.0,False,David,Brown,M,35-44,Millennial
M000054,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Jessica,Smith,F,25-34,Millennial
M000054,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Jessica,Smith,F,25-34,Millennial
M000055,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Elizabeth,Wilson,F,35-44,Millennial
M000055,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Elizabeth,Wilson,F,35-44,Millennial
M000056,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Mary,Miller,F,35-44,Millennial
M000056,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Mary,Miller,F,35-44,Millennial
M000057,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Martinez,F,55+,Boomer
M000057,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Martinez,F,55+,Boomer
M000058,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Jessica,Garcia,F,25-34,Millennial
M000058,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Jessica,Garcia,F,25-34,Millennial
M000059,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Smith,M,45-54,Gen X
M000059,2021,End,2021-12-31,Active,10.0,3,235.53,True,Thomas,Smith,M,45-54,Gen X
M000060,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Daniel,Williams,M,35-44,Millennial
M000060,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Daniel,Williams,M,35-44,Millennial
M000061,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Margaret,Garcia,F,25-34,Millennial
M000061,2021,End,2021-12-31,Active,10.0,10,1556.23,True,Margaret,Garcia,F,25-34,Millennial
M000062,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Hernandez,F,35-44,Millennial
M000062,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Hernandez,F,35-44,Millennial
M000063,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Mark,Martinez,M,18-24,Gen Z
M000063,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Mark,Martinez,M,18-24,Gen Z
M000064,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Richard,Anderson,M,45-54,Gen X
M000064,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Richard,Anderson,M,45-54,Gen X
M000065,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Wilson,F,45-54,Gen X
M000065,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Wilson,F,45-54,Gen X
M000066,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Patricia,Wilson,F,45-54,Gen X
M000066,2021,End,2021-12-31,Active,12.0,7,1687.82,True,Patricia,Wilson,F,45-54,Gen X
M000067,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Linda,Davis,F,25-34,Millennial
M000067,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Linda,Davis,F,25-34,Millennial
M000068,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Michael,Brown,M,45-54,Gen X
M000068,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Michael,Brown,M,45-54,Gen X
M000069,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Patricia,Miller,F,55+,Boomer
M000069,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Patricia,Miller,F,55+,Boomer
M000070,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Betty,Rodriguez,F,35-44,Millennial
M000070,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Betty,Rodriguez,F,35-44,Millennial
M000071,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,William,Johnson,M,45-54,Gen X
M000071,2021,End,2021-12-31,Never Purchased,,0,0.0,False,William,Johnson,M,45-54,Gen X
M000072,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Jennifer,Anderson,F,25-34,Millennial
M000072,2021,End,2021-12-31,Never Purchased,,0,0.0,True,Jennifer,Anderson,F,25-34,Millennial
M000073,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Robert,Smith,M,18-24,Gen Z
M000073,2021,End,2021-12-31,Active,29.0,3,486.62,True,Robert,Smith,M,18-24,Gen Z
M000074,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Sarah,Davis,F,35-44,Millennial
M000074,2021,End,2021-12-31,Active,13.0,20,5773.46,True,Sarah,Davis,F,35-44,Millennial
M000075,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Daniel,Hernandez,M,55+,Boomer
M000075,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Daniel,Hernandez,M,55+,Boomer
M000076,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Martinez,F,55+,Gen X
M000076,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Martinez,F,55+,Gen X
M000077,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Martinez,F,18-24,Gen Z
M000077,2021,End,2021-12-31,Never Purchased,,0,0.0,True,Nancy,Martinez,F,18-24,Gen Z
M000078,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Christopher,Johnson,M,25-34,Millennial
M000078,2021,End,2021-12-31,Active,25.0,3,393.54,True,Christopher,Johnson,M,25-34,Millennial
M000079,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Betty,Anderson,F,45-54,Gen X
M000079,2021,End,2021-12-31,Active,15.0,8,1014.51,True,Betty,Anderson,F,45-54,Gen X
M000080,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Robert,Anderson,M,25-34,Gen Z
M000080,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Robert,Anderson,M,25-34,Gen Z
M000081,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Lopez,M,35-44,Millennial
M000081,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Thomas,Lopez,M,35-44,Millennial
M000082,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Richard,Lopez,M,35-44,Millennial
M000082,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Richard,Lopez,M,35-44,Millennial
M000083,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Smith,F,25-34,Millennial
M000083,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Smith,F,25-34,Millennial
M000084,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Jennifer,Davis,F,35-44,Millennial
M000084,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Jennifer,Davis,F,35-44,Millennial
M000085,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Elizabeth,Hernandez,F,45-54,Gen X
M000085,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Elizabeth,Hernandez,F,45-54,Gen X
M000086,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Karen,Anderson,F,18-24,Gen Z
M000086,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Karen,Anderson,F,18-24,Gen Z
M000087,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Lisa,Davis,F,18-24,Gen Z
M000087,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Lisa,Davis,F,18-24,Gen Z
M000088,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,John,Hernandez,M,55+,Gen X
M000088,2021,End,2021-12-31,Never Purchased,,0,0.0,False,John,Hernandez,M,55+,Gen X
M000089,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Johnson,M,55+,Gen X
M000089,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Thomas,Johnson,M,55+,Gen X
M000090,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Rodriguez,M,25-34,Millennial
M000090,2021,End,2021-12-31,Active,26.0,9,2147.03,True,Thomas,Rodriguez,M,25-34,Millennial
M000091,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Susan,Wilson,F,45-54,Gen X
M000091,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Susan,Wilson,F,45-54,Gen X
M000092,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Rodriguez,M,45-54,Gen X
M000092,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Thomas,Rodriguez,M,45-54,Gen X
M000093,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Anthony,Brown,M,55+,Gen X
M000093,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Anthony,Brown,M,55+,Gen X
M000094,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Jessica,Hernandez,F,55+,Gen X
M000094,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Jessica,Hernandez,F,55+,Gen X
M000095,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Johnson,M,45-54,Gen X
M000095,2021,End,2021-12-31,Never Purchased,,0,0.0,True,Thomas,Johnson,M,45-54,Gen X
M000096,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Susan,Martinez,F,55+,Boomer
M000096,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Susan,Martinez,F,55+,Boomer
M000097,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Karen,Smith,F,55+,Gen X
M000097,2021,End,2021-12-31,Active,7.0,6,891.85,True,Karen,Smith,F,55+,Gen X
M000098,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Williams,M,55+,Boomer
M000098,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Thomas,Williams,M,55+,Boomer
M000099,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Linda,Brown,F,45-54,Gen X
M000099,2021,End,2021-12-31,Active,6.0,5,507.05,True,Linda,Brown,F,45-54,Gen X
M000100,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Hernandez,F,35-44,Millennial
M000100,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Hernandez,F,35-44,Millennial
M000101,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Mark,Davis,M,35-44,Millennial
M000101,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Mark,Davis,M,35-44,Millennial
M000102,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Betty,Jones,F,45-54,Gen X
M000102,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Betty,Jones,F,45-54,Gen X
M000103,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Jones,F,55+,Boomer
M000103,2021,End,2021-12-31,Active,27.0,7,2056.8,True,Nancy,Jones,F,55+,Boomer
M000104,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Daniel,Lopez,M,45-54,Gen X
M000104,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Daniel,Lopez,M,45-54,Gen X
M000105,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Matthew,Johnson,M,55+,Gen X
M000105,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Matthew,Johnson,M,55+,Gen X
M000106,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Michael,Jones,M,35-44,Millennial
M000106,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Michael,Jones,M,35-44,Millennial
M000107,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Linda,Jones,F,45-54,Gen X
M000107,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Linda,Jones,F,45-54,Gen X
M000108,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Margaret,Rodriguez,F,35-44,Millennial
M000108,2021,End,2021-12-31,Active,15.0,13,1572.89,True,Margaret,Rodriguez,F,35-44,Millennial
M000109,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Miller,F,55+,Gen X
M000109,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Miller,F,55+,Gen X
M000110,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Matthew,Johnson,M,55+,Gen X
M000110,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Matthew,Johnson,M,55+,Gen X
M000111,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Sarah,Johnson,F,25-34,Gen Z
M000111,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Sarah,Johnson,F,25-34,Gen Z
M000112,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Lopez,F,25-34,Millennial
M000112,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Nancy,Lopez,F,25-34,Millennial
M000113,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Patricia,Davis,F,45-54,Gen X
M000113,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Patricia,Davis,F,45-54,Gen X
M000114,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Patricia,Johnson,F,45-54,Gen X
M000114,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Patricia,Johnson,F,45-54,Gen X
M000115,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Michael,Anderson,M,55+,Gen X
M000115,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Michael,Anderson,M,55+,Gen X
M000116,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Linda,Williams,F,45-54,Gen X
M000116,2021,End,2021-12-31,Active,24.0,10,2496.33,True,Linda,Williams,F,45-54,Gen X
M000117,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Daniel,Garcia,M,18-24,Gen Z
M000117,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Daniel,Garcia,M,18-24,Gen Z
M000118,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Thomas,Davis,M,35-44,Millennial
M000118,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Thomas,Davis,M,35-44,Millennial
M000119,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Sarah,Hernandez,F,18-24,Gen Z
M000119,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Sarah,Hernandez,F,18-24,Gen Z
M000120,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Michael,Garcia,M,55+,Gen X
M000120,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Michael,Garcia,M,55+,Gen X
M000121,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Nancy,Rodriguez,F,35-44,Millennial
M000121,2021,End,2021-12-31,Active,20.0,16,3302.04,True,Nancy,Rodriguez,F,35-44,Millennial
M000122,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Richard,Davis,M,25-34,Millennial
M000122,2021,End,2021-12-31,Active,28.0,18,5049.84,True,Richard,Davis,M,25-34,Millennial
M000123,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Lisa,Jones,F,35-44,Millennial
M000123,2021,End,2021-12-31,Active,16.0,5,1186.5,True,Lisa,Jones,F,35-44,Millennial
M000124,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Margaret,Williams,F,55+,Gen X
M000124,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Margaret,Williams,F,55+,Gen X
M000125,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Betty,Smith,F,35-44,Millennial
M000125,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Betty,Smith,F,35-44,Millennial
M000126,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Patricia,Anderson,F,25-34,Gen Z
M000126,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Patricia,Anderson,F,25-34,Gen Z
M000127,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Karen,Wilson,F,55+,Gen X
M000127,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Karen,Wilson,F,55+,Gen X
M000128,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Betty,Wilson,F,35-44,Millennial
M000128,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Betty,Wilson,F,35-44,Millennial
M000129,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,David,Lopez,M,55+,Gen X
M000129,2021,End,2021-12-31,Never Purchased,,0,0.0,False,David,Lopez,M,55+,Gen X
M000130,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,William,Jones,M,35-44,Millennial
M000130,2021,End,2021-12-31,Never Purchased,,0,0.0,False,William,Jones,M,35-44,Millennial
M000131,2021,Start,2021-01-01,Never Purchased,,0,0.0,False,Robert,Davis,M,55+,Boomer
M000131,2021,End,2021-12-31,Never Purchased,,0,0.0,False,Robert,Davis,M,55+,Boomer
