transaction_id,transaction_date,transaction_time,customer_id,customer_name,id_card,passport,email,phone,business_unit,store_location,product_name,product_category,quantity,unit_price,subtotal,discount,total_amount,payment_method,status
TXN00002860,2025-03-09,08:41,CUST000546,Duangjai Boonsong,5677713514551,PP4034100,duangjai.boonsong713@gmail.com,0938030761,Casa Lapin,Pattaya Center,Croissant,F&B,1,483.69,483.69,72.55,411.14,Debit Card,Completed
TXN00000840,2025-03-09,12:47,CUST000702,Tawan Nattapong,3598062445799,SC6333118,tawan.nattapong254@yahoo.com,0624727244,Jaymart Mobile,Phuket - Patong,Mobile Insurance,Electronics,1,19259.57,19259.57,1925.96,17333.61,Bank Transfer,Completed
TXN00004526,2025-03-09,20:57,CUST000792,Achara Methee,6130379207341,EG2515009,achara.methee39@gmail.com,0872995012,Jaymart Mobile,Chiang Mai Central,Phone Accessories,Electronics,1,36048.51,36048.51,5407.28,30641.230000000003,Debit Card,Pending
TXN00000969,2025-03-09,08:07,CUST001413,Tawan Suksawat,8579418855506,,tawan.suksawat318@hotmail.com,0856415537,Jaymart Mobile,Bangkok - Thonglor,Samsung Galaxy S24,Electronics,1,7039.78,7039.78,0.0,7039.78,QR Payment,Completed
TXN00002982,2025-03-09,14:33,CUST000684,Niran Phonpakdee,3881411702617,WM9808433,niran.phonpakdee716@outlook.com,0971821273,Jaymart Mobile,Phuket - Patong,iPad Pro,Electronics,1,43389.78,43389.78,4338.98,39050.8,Cash,Completed
TXN00003092,2025-03-09,19:16,CUST000647,Siriporn Worawut,7201582338489,,siriporn.worawut638@gmail.com,0966721591,Jaymart Mobile,Bangkok - Asoke,iPad Pro,Electronics,1,16832.54,16832.54,0.0,16832.54,QR Payment,Completed
TXN00004051,2025-03-09,11:23,CUST000087,Achara Rungruang,6375309654801,AS5319306,achara.rungruang729@outlook.com,0999804603,Jaymart Mobile,Bangkok - Silom,Apple Watch,Electronics,1,26665.47,26665.47,1333.27,25332.2,Credit Card,Pending
TXN00000068,2025-03-09,14:41,CUST000848,Naphat Thongkam,3765510417093,SJ5002944,naphat.thongkam48@outlook.com,0955849180,Casa Lapin,Phuket - Patong,Coffee Beans,F&B,1,321.27,321.27,0.0,321.27,Credit Card,Completed
TXN00004032,2025-03-09,18:03,CUST000914,Vichit Rattana,3192322673964,LZ0673263,vichit.rattana704@yahoo.com,0989553230,Jaymart Mobile,Phuket - Patong,iPhone 15 Pro,Electronics,1,40949.76,40949.76,0.0,40949.76,Cash,Completed
TXN00002084,2025-03-09,08:29,CUST000674,Duangjai Rattana,5489936421283,,duangjai.rattana441@outlook.com,0672263825,Casa Lapin,Bangkok - Asoke,Cappuccino,F&B,2,67.99,135.98,6.8,129.17999999999998,Bank Transfer,Completed
TXN00000194,2025-03-09,18:21,CUST000610,Apinya Anucha,6563251989598,LP2127495,apinya.anucha760@yahoo.com,0865167949,Jaymart Mobile,Bangkok - Asoke,iPhone 15 Pro,Electronics,1,41754.96,41754.96,4175.5,37579.46,Debit Card,Completed
TXN00001584,2025-03-09,12:37,CUST000184,Orapin Boonma,7136654029992,QE5292724,orapin.boonma845@outlook.com,0695242706,Jaymart Mobile,Chiang Mai Central,iPad Pro,Electronics,2,43726.11,87452.22,13117.83,74334.39,QR Payment,Completed
TXN00003450,2025-03-09,15:38,CUST001331,Tawan Methee,5544971731924,ID3245383,tawan.methee925@outlook.com,0981339185,Jaymart Mobile,Bangkok - Silom,Apple Watch,Electronics,2,22936.41,45872.82,0.0,45872.82,Credit Card,Completed
TXN00002178,2025-03-09,20:07,CUST001156,Narong Rungruang,7765500438297,,narong.rungruang839@yahoo.com,0872737710,Jaymart Mobile,Bangkok - Sukhumvit,Apple Watch,Electronics,1,38598.92,38598.92,5789.84,32809.08,Bank Transfer,Completed
TXN00001765,2025-03-09,16:50,CUST001190,Apinya Chaiyaporn,3527442656912,,apinya.chaiyaporn948@gmail.com,0669820990,Casa Lapin,Bangkok - Asoke,Latte,F&B,1,405.1,405.1,40.51,364.59000000000003,QR Payment,Completed
TXN00002737,2025-03-10,12:23,CUST000330,Ratchanee Phonpakdee,4189485571567,,ratchanee.phonpakdee619@outlook.com,0806060895,Jaymart Mobile,Bangkok - Silom,AirPods Pro,Electronics,1,18523.22,18523.22,926.16,17597.06,Debit Card,Completed
TXN00003405,2025-03-10,12:47,CUST000445,Vichit Rungruang,8038400424956,,vichit.rungruang61@yahoo.com,0699920693,Casa Lapin,Bangkok - Siam,Americano,F&B,1,205.83,205.83,30.87,174.96,Credit Card,Completed
TXN00001780,2025-03-10,18:41,CUST000887,Kamon Kritsana,7673617781859,XH6906086,kamon.kritsana929@hotmail.com,0836660061,Jaymart Mobile,Chiang Mai Central,Apple Watch,Electronics,1,42981.98,42981.98,2149.1,40832.880000000005,QR Payment,Completed
TXN00000898,2025-03-10,15:31,CUST000855,Orapin Paiboon,2256080929834,SD6199490,orapin.paiboon29@outlook.com,0872917274,Casa Lapin,Chiang Mai Central,Americano,F&B,3,380.5,1141.5,57.08,1084.42,Credit Card,Completed
TXN00001914,2025-03-10,15:31,CUST000175,Naphat Dechapol,5841807460294,,naphat.dechapol174@hotmail.com,0952501460,Casa Lapin,Bangkok - Silom,Latte,F&B,1,85.64,85.64,12.85,72.79,Bank Transfer,Completed
TXN00001435,2025-03-10,19:53,CUST000267,Naphat Suksawat,1180876559083,MX2353098,naphat.suksawat925@hotmail.com,0993782829,Casa Lapin,Chiang Mai Central,Americano,F&B,3,138.54,415.62,62.34,353.28,Cash,Completed
TXN00000544,2025-03-10,09:21,CUST000068,Siriporn Rungruang,4495627259448,,siriporn.rungruang943@outlook.com,0842433663,Casa Lapin,Bangkok - Silom,Croissant,F&B,1,313.02,313.02,15.65,297.37,Bank Transfer,Completed
TXN00003299,2025-03-10,19:14,CUST001247,Ladda Rungruang,3157592895883,KK8308018,ladda.rungruang487@gmail.com,0872937378,Casa Lapin,Pattaya Center,Espresso,F&B,1,212.22,212.22,31.83,180.39,Cash,Completed
TXN00000023,2025-03-11,09:14,CUST000860,Niran Jiraporn,3772379833032,,niran.jiraporn785@yahoo.com,0862726177,Casa Lapin,Chiang Mai Central,Americano,F&B,1,497.61,497.61,24.88,472.73,Cash,Cancelled
TXN00001678,2025-03-11,18:15,CUST000122,Achara Thongkam,0263129348703,,achara.thongkam759@yahoo.com,0637832522,Casa Lapin,Pattaya Center,Smoothie,F&B,1,427.48,427.48,21.37,406.11,Cash,Completed
TXN00004732,2025-03-11,20:27,CUST001000,Chaiya Anucha,7909395934760,WF0309264,chaiya.anucha153@outlook.com,0831653005,Casa Lapin,Bangkok - Sukhumvit,Cappuccino,F&B,2,290.11,580.22,87.03,493.19000000000005,Debit Card,Completed
TXN00000260,2025-03-11,09:31,CUST001398,Udom Chaiyaporn,5114784032655,PY1555247,udom.chaiyaporn927@yahoo.com,0807037190,Casa Lapin,Bangkok - Siam,Cappuccino,F&B,1,492.96,492.96,24.65,468.31,Credit Card,Completed
TXN00002337,2025-03-11,12:01,CUST000902,Warit Thongkam,9262465767147,,warit.thongkam103@outlook.com,0691250353,Jaymart Mobile,Bangkok - Sukhumvit,Samsung Galaxy S24,Electronics,1,37735.37,37735.37,1886.77,35848.600000000006,QR Payment,Completed
TXN00000185,2025-03-11,13:44,CUST000869,Warit Suksawat,6760499118431,KW6399368,warit.suksawat33@outlook.com,0675230324,Casa Lapin,Phuket - Patong,Sandwich,F&B,1,386.32,386.32,0.0,386.32,Debit Card,Completed
TXN00004046,2025-03-11,17:06,CUST001131,Ratchanee Kritsana,5384740678651,RW9643447,ratchanee.kritsana245@outlook.com,0918685333,Jaymart Mobile,Bangkok - Sukhumvit,Mobile Insurance,Electronics,2,41948.96,83897.92,0.0,83897.92,Credit Card,Completed
TXN00002360,2025-03-11,15:57,CUST000227,Warit Sanitchai,4894955288722,ER6851401,warit.sanitchai953@yahoo.com,0918981047,Casa Lapin,Bangkok - Siam,Smoothie,F&B,1,498.48,498.48,49.85,448.63,Bank Transfer,Completed
TXN00002022,2025-03-12,08:45,CUST000454,Achara Tanawat,2385222515390,UK8992210,achara.tanawat105@yahoo.com,0927864513,Casa Lapin,Chiang Mai Central,Sandwich,F&B,2,101.38,202.76,20.28,182.48,Cash,Completed
TXN00000263,2025-03-12,13:43,CUST000613,Apinya Suksawat,5960300766180,,apinya.suksawat351@outlook.com,0845129200,Casa Lapin,Bangkok - Silom,Smoothie,F&B,1,86.45,86.45,0.0,86.45,Debit Card,Completed
TXN00003317,2025-03-12,08:59,CUST000727,Ladda Tanawat,2131266432584,,ladda.tanawat247@gmail.com,0948833876,Casa Lapin,Bangkok - Asoke,Cappuccino,F&B,1,378.2,378.2,0.0,378.2,Credit Card,Completed
TXN00002027,2025-03-12,16:33,CUST000402,Sakchai Rattana,5319202895040,QA0924072,sakchai.rattana807@gmail.com,0858973331,Jaymart Mobile,Bangkok - Sukhumvit,Samsung Tablet,Electronics,1,29708.98,29708.98,1485.45,28223.53,Credit Card,Completed
TXN00002586,2025-03-12,16:35,CUST000677,Duangjai Anucha,4604203644354,WW3373719,duangjai.anucha424@gmail.com,0697853902,Jaymart Mobile,Bangkok - Siam,iPad Pro,Electronics,1,32355.12,32355.12,0.0,32355.12,Credit Card,Completed
TXN00002929,2025-03-12,14:21,CUST001360,Duangjai Paiboon,3901044743380,,duangjai.paiboon121@gmail.com,0940778780,Casa Lapin,Pattaya Center,Croissant,F&B,2,296.91,593.82,0.0,593.82,Credit Card,Completed
TXN00000262,2025-03-12,14:33,CUST000674,Duangjai Rattana,5489936421283,,duangjai.rattana441@outlook.com,0672263825,Casa Lapin,Bangkok - Thonglor,Cappuccino,F&B,2,285.23,570.46,57.05,513.4100000000001,Debit Card,Completed
TXN00003256,2025-03-12,12:12,CUST001047,Niran Phonpakdee,7310053746864,,niran.phonpakdee577@gmail.com,0647315645,Jaymart Mobile,Bangkok - Asoke,Samsung Tablet,Electronics,1,47694.96,47694.96,2384.75,45310.21,Bank Transfer,Completed
TXN00004589,2025-03-12,18:53,CUST000097,Ladda Tanawat,5956346733597,FY2012595,ladda.tanawat103@hotmail.com,0976260341,Jaymart Mobile,Bangkok - Asoke,Samsung Tablet,Electronics,1,10973.47,10973.47,548.67,10424.8,Credit Card,Pending
TXN00004238,2025-03-12,14:01,CUST000084,Niran Rungruang,4283421986794,AO4099407,niran.rungruang239@hotmail.com,0954788255,Jaymart Mobile,Pattaya Center,Mobile Insurance,Electronics,1,41732.99,41732.99,6259.95,35473.04,Debit Card,Completed
TXN00003488,2025-03-12,12:51,CUST000162,Naphat Boonsong,7563305112826,IU1613233,naphat.boonsong120@outlook.com,0854690902,Jaymart Mobile,Bangkok - Silom,Phone Accessories,Electronics,1,5694.51,5694.51,0.0,5694.51,Bank Transfer,Completed
TXN00004972,2025-03-13,16:52,CUST000424,Warit Chatchai,8194342983526,NZ4938860,warit.chatchai994@hotmail.com,0950064517,Casa Lapin,Chiang Mai Central,Espresso,F&B,1,271.33,271.33,0.0,271.33,Credit Card,Pending
TXN00004756,2025-03-13,09:48,CUST000407,Ladda Dechapol,9273918663049,HJ7874780,ladda.dechapol992@hotmail.com,0885473997,Casa Lapin,Bangkok - Asoke,Latte,F&B,1,157.51,157.51,7.88,149.63,Debit Card,Cancelled
TXN00001582,2025-03-13,12:32,CUST000702,Tawan Nattapong,3598062445799,SC6333118,tawan.nattapong254@yahoo.com,0624727244,Jaymart Mobile,Bangkok - Silom,Mobile Insurance,Electronics,1,11132.99,11132.99,0.0,11132.99,Bank Transfer,Completed
TXN00004384,2025-03-13,20:31,CUST001168,Niran Tanawat,8069107597553,CI5760767,niran.tanawat416@outlook.com,0905314295,Casa Lapin,Bangkok - Siam,Cake,F&B,1,57.29,57.29,8.59,48.7,Debit Card,Completed
TXN00004316,2025-03-13,20:58,CUST001035,Prasert Phonpakdee,0268942178125,LH7800050,prasert.phonpakdee837@yahoo.com,0884041184,Casa Lapin,Pattaya Center,Sandwich,F&B,3,347.11,1041.33,52.07,989.2599999999999,Bank Transfer,Completed
TXN00004251,2025-03-13,15:16,CUST000954,Ratchanee Sanitchai,0231818820658,FJ6807181,ratchanee.sanitchai842@outlook.com,0869430145,Casa Lapin,Bangkok - Sukhumvit,Espresso,F&B,2,399.85,799.7,0.0,799.7,Debit Card,Completed
TXN00004982,2025-03-13,20:17,CUST000713,Orapin Kritsana,5944728727823,KP8905574,orapin.kritsana468@gmail.com,0689124342,Casa Lapin,Bangkok - Asoke,Americano,F&B,2,475.58,951.16,0.0,951.16,Cash,Completed
TXN00003536,2025-03-13,14:39,CUST000899,Tawan Chatchai,9079730816874,XD7594482,tawan.chatchai725@gmail.com,0621890983,Casa Lapin,Bangkok - Sukhumvit,Latte,F&B,2,445.03,890.06,44.5,845.56,QR Payment,Completed
TXN00002483,2025-03-13,18:53,CUST000029,Naphat Chatchai,7142759208184,,naphat.chatchai813@yahoo.com,0993347586,Jaymart Mobile,Bangkok - Silom,Mobile Insurance,Electronics,3,12307.49,36922.47,1846.12,35076.35,Credit Card,Completed
TXN00001428,2025-03-13,16:39,CUST000763,Udom Chaiyaporn,6302343769972,FT5869388,udom.chaiyaporn232@gmail.com,0604735519,Casa Lapin,Pattaya Center,Latte,F&B,1,111.41,111.41,16.71,94.69999999999999,QR Payment,Pending
TXN00004343,2025-03-13,10:12,CUST001442,Prasert Chaiyaporn,4368043131432,UB5311507,prasert.chaiyaporn25@yahoo.com,0895849940,Jaymart Mobile,Chiang Mai Central,iPhone 15 Pro,Electronics,1,47517.83,47517.83,0.0,47517.83,Bank Transfer,Completed
TXN00002117,2025-03-13,15:57,CUST000255,Niran Methee,0658500532112,NB5382354,niran.methee386@gmail.com,0969909731,Casa Lapin,Bangkok - Sukhumvit,Cappuccino,F&B,1,364.39,364.39,54.66,309.73,Credit Card,Completed
TXN00002192,2025-03-13,13:46,CUST000680,Jaturong Paiboon,7442385244277,VL1676051,jaturong.paiboon462@gmail.com,0910182090,Casa Lapin,Bangkok - Asoke,Cappuccino,F&B,1,184.52,184.52,27.68,156.84,Debit Card,Completed
TXN00004094,2025-03-13,19:46,CUST001148,Apinya Anucha,5656831763568,MY9190476,apinya.anucha946@outlook.com,0925002894,Casa Lapin,Bangkok - Sukhumvit,Coffee Beans,F&B,1,205.27,205.27,10.26,195.01000000000002,Bank Transfer,Completed
TXN00004033,2025-03-13,16:25,CUST000738,Sakchai Phonpakdee,9917458268834,,sakchai.phonpakdee915@gmail.com,0811965858,Casa Lapin,Phuket - Patong,Espresso,F&B,1,302.32,302.32,30.23,272.09,QR Payment,Completed
